text,total_num_physical_reads,min_rows,max_rows,query_hash,query_plan_hash,execution_count
"
      SELECT b1.device_type,
      ISNULL(b1.[type],'NULL') AS backup_type,
      b1.is_copy_only,
      b1.time_bucket,
      b1.compressed_backup_size_bucket,
      b1.compression_percent_bucket,
      b1.backup_throughput_bucket,
      COUNT_BIG(b1.device_type) AS 'count',
      b1.encryption
      FROM
      (
      SELECT
      mf.device_type,
      bset.[type],
      CAST(bset.[is_copy_only] AS INT) AS [is_copy_only],
      CASE
      WHEN DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0                    THEN 0
      WHEN DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date])      BETWEEN 1 AND 30       THEN 1
      WHEN DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date])      BETWEEN 30 AND 60      THEN 2
      WHEN DATEDIFF(MINUTE, bset.[backup_start_date], bset.[backup_finish_date])      BETWEEN 1 AND 5        THEN 3
      WHEN DATEDIFF(MINUTE, bset.[backup_start_date], bset.[backup_finish_date])      BETWEEN 5 AND 10       THEN 4
      WHEN DATEDIFF(MINUTE, bset.[backup_start_date], bset.[backup_finish_date])      BETWEEN 10 AND 30      THEN 5
      WHEN DATEDIFF(MINUTE, bset.[backup_start_date], bset.[backup_finish_date])      BETWEEN 30 AND 60      THEN 6
      WHEN DATEDIFF(HOUR, bset.[backup_start_date], bset.[backup_finish_date])        BETWEEN 1 AND 2        THEN 7
      WHEN DATEDIFF(HOUR, bset.[backup_start_date], bset.[backup_finish_date])        BETWEEN 2 AND 6        THEN 8
      WHEN DATEDIFF(HOUR, bset.[backup_start_date], bset.[backup_finish_date])        BETWEEN 6 AND 12       THEN 9
      WHEN DATEDIFF(HOUR, bset.[backup_start_date], bset.[backup_finish_date])        BETWEEN 12 AND 24      THEN 10
      ELSE 99
      END
      AS 'time_bucket',
      CASE
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 0 AND 1          THEN 0
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 1 AND 5          THEN 1
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 5 AND 25         THEN 2
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 25 AND 100       THEN 3
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 100 AND 500      THEN 4
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 500 AND 1000     THEN 5
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 1000 AND 5000    THEN 6
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 5000 AND 10000   THEN 7
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 10000 AND 50000  THEN 8
      WHEN CAST(ISNULL(bset.compressed_backup_size, 0) / 1048576 AS FLOAT) BETWEEN 50000 AND 100000 THEN 9
      ELSE 99
      END
      AS compressed_backup_size_bucket,
      CASE
      WHEN CAST(((ISNULL(bset.backup_size,0) - ISNULL(bset.compressed_backup_size,0)) /
      CASE WHEN bset.backup_size <= 0 THEN 1
      ELSE ISNULL(bset.backup_size, 1)
      END
      ) * 100  AS FLOAT) = 0.0 THEN 0
      ELSE (CAST(((ISNULL(bset.backup_size,0) - ISNULL(bset.compressed_backup_size,0)) /
      CASE WHEN bset.backup_size <= 0 THEN 1
      ELSE ISNULL(bset.backup_size, 1)
      END
      ) * 100  AS INT)/10) + 1
      END
      AS compression_percent_bucket,
      CASE
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) = 0.0                       THEN 0
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  0 AND 100          THEN 1
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  100 AND 500        THEN 2
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  500 AND 1000       THEN 3
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  1000 AND 5000      THEN 4
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  5000 AND 10000     THEN 5
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  10000 AND 20000    THEN 6
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  20000 AND 30000    THEN 7
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  30000 AND 50000    THEN 8
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  50000 AND 100000   THEN 9
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  100000 AND 500000  THEN 10
      WHEN CAST(CAST(ISNULL(bset.compressed_backup_size, 0) / 1024 AS FLOAT) / (CASE WHEN  DATEDIFF(SECOND, bset.[backup_start_date], bset.[backup_finish_date]) = 0 THEN 1 END) AS FLOAT) BETWEEN  500000 AND 1000000 THEN 11
      ELSE 99
      END
      AS backup_throughput_bucket, -- in KB
      CASE
      WHEN bset.encryptor_type like '%CERTIFICATE%' THEN 1
      WHEN bset.encryptor_type like '%ASYMMETRIC KEY%' THEN 2
      ELSE 0
      END
      AS encryption
      FROM [msdb].[dbo].[backupset] bset WITH (READUNCOMMITTED)
      JOIN [msdb].[dbo].[backupmediafamily]  mf WITH (READUNCOMMITTED) ON  mf.media_set_id = bset.media_set_id
      WHERE
      backup_finish_date <= GETDATE() and backup_finish_date > DATEADD(hh, -24, GETDATE() )
      ) AS b1
      GROUP BY
      b1.device_type,
      b1.[type],
      b1.is_copy_only,
      b1.time_bucket,
      b1.compressed_backup_size_bucket,
      b1.compression_percent_bucket,
      b1.backup_throughput_bucket,
      b1.encryption

    ",1,0,0,0x42cea1862916040a,0x73a8e94088c89c4a,1
"
      select
      group_id,
      replica_id,
      availability_mode,
      failover_mode,
      primary_role_allow_connections,
      secondary_role_allow_connections,
      LEN(ISNULL(read_only_routing_url, '')) as read_only_routing_url_length,
      seeding_mode,
      session_timeout
      from sys.availability_replicas WITH(nolock) where group_id in
      (select group_id from sys.dm_hadr_availability_replica_states WITH(nolock) where is_local = 1 and role = 1)
    ",0,0,0,0xf94f43766d940238,0x895e8a627b7f72c2,1
"
      select
      case
      when (listener_id IS NOT NULL) then 1
      else 0
      end AS [listener_used]
      from sys.availability_group_listeners WITH(nolock) where group_id in
      (select group_id from sys.dm_hadr_availability_replica_states WITH(nolock) where is_local = 1 and role = 1)
    ",0,0,0,0x69d44b067eb229a2,0xdca4fd7d5252ef03,1
"
      select
      group_id,
      automated_backup_preference AS [BackupPreference],
      failure_condition_level,
      health_check_timeout,
      dtc_support,
      db_failover,
      is_distributed,
      required_synchronized_secondaries_to_commit,
      cluster_type,
      sequence_number
      from sys.availability_groups where group_id in
      (select group_id from sys.dm_hadr_availability_replica_states WITH(nolock) where is_local = 1 and role = 1)
    ",0,0,0,0x988284d0c2769d2c,0xa0a48ee2eb98874c,1
"
      select COUNT_BIG(*) AS [NumReplicaPerAG]
      from sys.dm_hadr_availability_replica_states where group_id in
      (select group_id from sys.dm_hadr_availability_replica_states WITH(nolock) where is_local = 1 and role = 1) group by group_id
    ",0,0,0,0x0c25f4d76490927f,0x0ec8fa288a291abf,1
"
      select COUNT_BIG(*) AS [NumDBperAG] from sys.dm_hadr_database_replica_states where group_id in
      (select group_id from sys.dm_hadr_availability_replica_states WITH(nolock) where is_local = 1 and role = 1) and is_local = 1 group by group_id
    ",0,0,0,0x045890523035ca2f,0xa3f3bc31afc96605,1
"
      select COUNT_BIG(*) as [NumAGinServer] from sys.availability_groups WITH(nolock)
    ",0,1,1,0xfbbe5324d91a9cb9,0x0e0b34cafdb9b945,1
"
      select COUNT_BIG(distinct audit_action_name) AS ServerAuditActionCount
      from sys.server_audit_specification_details WITH(nolock)
    ",0,1,1,0x1f462a4f5de873a7,0xf2be5e105b7d0f27,1
"
      select
      type_desc,
      on_failure_desc,
      queue_delay,
      is_state_enabled
      from sys.server_audits WITH(nolock)
    ",0,0,0,0x9fb42727d5f8980d,0x21d4d00da653e10c,1
"
      SELECT
      cpu_count AS LogicalCPUCount,
      hyperthread_ratio AS HyperthreadRatio,
      physical_memory_kb/1024.0 AS PhysicalMemoryMB,
      CONVERT(VARCHAR(20), sqlserver_start_time,  120) AS SQLServerStartTime,
      affinity_type_desc AS AffinityTypeDesc,
      virtual_machine_type AS VirtualMachineType,
      socket_count as SocketCount,
      cores_per_socket as CoresPerSocket,
      numa_node_count as NumaNodeCount,
      container_type as ContainerType,
      container_type_desc as ContainerDescription
      FROM sys.dm_os_sys_info WITH(nolock)
    ",0,1,1,0x094611e18c2c8289,0xbc41c3737af663ea,1
(@1 tinyint)SELECT COUNT_BIG(*) [number_of_forwarders] FROM [sys].[service_broker_endpoints] WITH(nolock)  WHERE [is_message_forwarding_enabled]=@1,0,1,1,0x2681bbb136affe95,0x7c579e92321daaf3,1
"
      SELECT COUNT_BIG(*) AS SBConnections FROM sys.dm_broker_connections WITH(nolock)
    ",0,1,1,0xde62d3dda28f3725,0x8576389231848a66,1
"
      SELECT protocol AS [sProtocolId], COUNT_BIG(*) AS [sNumProtocols] FROM master.sys.endpoints WITH(nolock) GROUP BY protocol
    ",0,4,4,0x7b270e5ba5a2358b,0x5c2b08850156cba0,1
"
      DECLARE @i bigint
      SET @i = (SELECT CASE WHEN occurrence = 0 THEN NULL ELSE occurrence END FROM sys.dm_exec_query_optimizer_info WITH(nolock) WHERE counter = N'optimizations')

      SELECT
      MAX(CASE counter WHEN N'trivial plan' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracTrivPlan],
      MAX(CASE counter WHEN N'search 0' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracSearch0],
      MAX(CASE counter WHEN N'search 1' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracSearch1],
      MAX(CASE counter WHEN N'search 2' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracSearch2],
      MAX(CASE counter WHEN N'timeout' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracTimeout],
      MAX(CASE counter WHEN N'memory limit exceeded' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracMemLimit],
      MAX(CASE counter WHEN N'search 0 time' THEN CONVERT(INT, IsNull(value,0) * 10000) END) AS [SqlQOAvgSearch0time],
      MAX(CASE counter WHEN N'search 1 time' THEN CONVERT(INT, IsNull(value,0) * 10000) END) AS [SqlQOAvgSearch1time],
      MAX(CASE counter WHEN N'search 2 time' THEN CONVERT(INT, IsNull(value,0) * 10000) END) AS [SqlQOAvgSearch2time],
      MAX(CASE counter WHEN N'search 0 tasks' THEN CONVERT(INT, IsNull(value,0)) END) AS [SqlQOAvgSearch0tasks],
      MAX(CASE counter WHEN N'search 1 tasks' THEN CONVERT(INT, IsNull(value,0)) END) AS [SqlQOAvgSearch1tasks],
      MAX(CASE counter WHEN N'search 2 tasks' THEN CONVERT(INT, IsNull(value,0)) END) AS [SqlQOAvgSearch2tasks],
      MAX(CASE counter WHEN N'gain stage 0 to stage 1' THEN CONVERT(INT, IsNull(value,0) * 1000) END) AS [SqlQOAvgStage1gain],
      MAX(CASE counter WHEN N'gain stage 1 to stage 2' THEN CONVERT(INT, IsNull(value,0) * 1000) END) AS [SqlQOAvgStage2gain]
      FROM sys.dm_exec_query_optimizer_info WITH(nolock)
    ",0,1,1,0x899a4d1b514b19dd,0x5a93cb5c2aac9733,1
"
      DECLARE @i bigint
      SET @i = (SELECT CASE WHEN occurrence = 0 THEN NULL ELSE occurrence END FROM sys.dm_exec_query_optimizer_info WITH(nolock) WHERE counter = N'optimizations')

      SELECT
      MAX(CASE counter WHEN N'trivial plan' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracTrivPlan],
      MAX(CASE counter WHEN N'search 0' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracSearch0],
      MAX(CASE counter WHEN N'search 1' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracSearch1],
      MAX(CASE counter WHEN N'search 2' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracSearch2],
      MAX(CASE counter WHEN N'timeout' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracTimeout],
      MAX(CASE counter WHEN N'memory limit exceeded' THEN CONVERT(INT, 100000000 * (occurrence * 1.0) / @i) END) AS [SqlQOFracMemLimit],
      MAX(CASE counter WHEN N'search 0 time' THEN CONVERT(INT, IsNull(value,0) * 10000) END) AS [SqlQOAvgSearch0time],
      MAX(CASE counter WHEN N'search 1 time' THEN CONVERT(INT, IsNull(value,0) * 10000) END) AS [SqlQOAvgSearch1time],
      MAX(CASE counter WHEN N'search 2 time' THEN CONVERT(INT, IsNull(value,0) * 10000) END) AS [SqlQOAvgSearch2time],
      MAX(CASE counter WHEN N'search 0 tasks' THEN CONVERT(INT, IsNull(value,0)) END) AS [SqlQOAvgSearch0tasks],
      MAX(CASE counter WHEN N'search 1 tasks' THEN CONVERT(INT, IsNull(value,0)) END) AS [SqlQOAvgSearch1tasks],
      MAX(CASE counter WHEN N'search 2 tasks' THEN CONVERT(INT, IsNull(value,0)) END) AS [SqlQOAvgSearch2tasks],
      MAX(CASE counter WHEN N'gain stage 0 to stage 1' THEN CONVERT(INT, IsNull(value,0) * 1000) END) AS [SqlQOAvgStage1gain],
      MAX(CASE counter WHEN N'gain stage 1 to stage 2' THEN CONVERT(INT, IsNull(value,0) * 1000) END) AS [SqlQOAvgStage2gain]
      FROM sys.dm_exec_query_optimizer_info WITH(nolock)
    ",0,1,1,0x667b4fb932574fe7,0x834757cbd2e8d0c8,1
"
      -- In the following query, the corresponding database ID, symmetric database encryption key algorithm, TDE state, and database encryption key encryptor type are collected.
      SELECT database_id, key_algorithm, key_length, encryption_state, encryptor_type, COUNT_BIG(*) AS key_count FROM sys.dm_database_encryption_keys WITH(nolock) GROUP BY database_id, key_algorithm, key_length, encryption_state, encryptor_type
    ",1,0,0,0x2e646b4e8f702c04,0xc722bf6770414f23,1
"
      --In the following query, the certificate certificate key length, and the certificate encryption type for TDE are collected.
      SELECT key_length, pvt_key_encryption_type, COUNT_BIG(*) AS cert_count FROM sys.certificates WITH(nolock) GROUP BY key_length, pvt_key_encryption_type
    ",0,1,1,0x9c62c4b2dbee5955,0x6da42823d7c06d93,1
"
      -- In the following query, the EKM provider type (cryptographic provider or not) and the asymmetric key algorithm for TDE are collected.
      SELECT provider_type, algorithm_desc, COUNT_BIG(*) AS key_count FROM sys.asymmetric_keys WITH(nolock) GROUP BY provider_type, algorithm_desc
    ",1,0,0,0x7dcf1c2bafc25ac9,0xd66f913d53abca37,1
select COUNT_BIG(*) AS ReadOnlyRoutingRuleCount from sys.availability_read_only_routing_lists WITH(nolock),1,1,1,0x83ed7c0fc9b1aee1,0xe65ea6ab8ac89e50,1
"SELECT database_id, type, SUM(CAST(size AS BIGINT))*8 as DatabaseSize FROM sys.master_files WITH(nolock) GROUP BY database_id, type",0,10,10,0xda4e5a2433d79e14,0xb35f818ce5c61f37,1
"
      SELECT COUNT_BIG(*) AS TempDbDataFileCount FROM sys.master_files WITH(nolock) WHERE database_id = 2 AND [type] = 0
    ",0,1,1,0xca5eb8d9fda631d5,0x21dbf419dcbb82a8,1
"
      SELECT
      database_id,
      source_database_id AS SDID,
      create_date,
      compatibility_level,
      user_access,
      is_read_only,
      is_auto_close_on,
      is_auto_shrink_on,
      state,
      is_in_standby,
      is_cleanly_shutdown,
      is_supplemental_logging_enabled AS SLE,
      recovery_model,
      page_verify_option,
      is_auto_create_stats_on AS ACS,
      is_auto_create_stats_incremental_on AS ACSI,
      is_auto_update_stats_on AS AUS,
      is_auto_update_stats_async_on AUSA,
      is_fulltext_enabled AS FTE,
      is_trustworthy_on AS TW,
      is_db_chaining_on AS DBC,
      is_parameterization_forced AS PF,
      is_master_key_encrypted_by_server AS MKEBS,
      is_query_store_on AS QS,
      is_published AS TREPL,
      is_merge_published AS MREPL,
      is_distributor,
      is_sync_with_backup AS SWB,
      is_broker_enabled AS BE,
      log_reuse_wait,
      is_cdc_enabled AS CDC,
      is_encrypted,
      is_honor_broker_priority_on AS HBP,
      replica_id AS RID,
      group_database_id AS GDID,
      resource_pool_id AS RPID,
      containment,
      target_recovery_time_in_seconds AS TRT,
      delayed_durability,
      is_memory_optimized_elevate_to_snapshot_on AS MOES,
      is_remote_data_archive_enabled AS RDAE,
      collation_name AS DBCollation
      FROM sys.databases WITH(nolock)
    ",0,5,5,0xc3a4da2d4696f68c,0x5f1dbdf7dae76f0a,1
"
      SELECT cntr_value AS SqlServerMemory FROM sys.dm_os_performance_counters WITH(nolock) WHERE object_name = 'SQLServer:Memory Manager' AND counter_name = 'Total Server Memory (KB)'
    ",1,0,0,0x32cbe473e62c6aaf,0xefc31e1336738e06,1
"
      SELECT replica_id, group_id, is_local, role, operational_state, recovery_health, synchronization_health, connected_state, last_connect_error_number, last_connect_error_timestamp FROM sys.dm_hadr_availability_replica_states WITH(nolock)
    ",0,0,0,0x596dc82ecb751569,0xbdc86c19b0ed0968,1
"
      Select
      operation_type,
      total_operation_count
      from sys.dm_column_encryption_enclave_operation_stats WITH(nolock)
    ",0,0,0,0x10d044e185f216af,0x5a70b9afb63f5e3f,1
"
      Select
      current_enclave_session_count,
      current_column_encryption_key_count,
      current_memory_size_kb,
      total_evicted_session_count
      from sys.dm_column_encryption_enclave WITH(nolock)
    ",1,0,0,0xadffde7744e4a306,0x4ed4338545b80d2f,1
"
      SELECT
      value_name,
      value_data
      FROM sys.dm_server_registry WITH(nolock)
      WHERE value_name = 'InstallId'
      OR (registry_key LIKE '%Polybase%' AND value_name = 'ScaleOutReady')
    ",0,1,1,0x6c27e18ee09e39d8,0xc6eddeb03bb39574,1
"
      SELECT startup_type, status
      FROM sys.dm_server_services WITH(nolock)
      WHERE servicename LIKE 'SQL Server Agent (%'
    ",1,1,1,0x5f24c196a601552f,0x7c553c7f3a189f22,1
"
      SELECT database_id, database_guid,
      CASE
      WHEN db_name(database_id) LIKE '%WideWorldImportersDW%' THEN 'WideWorldImportersDW'
      WHEN db_name(database_id) LIKE '%WideWorldImporters%' THEN 'WideWorldImporters'
      WHEN db_name(database_id) LIKE '%AdventureWorks2016CTP3%' THEN 'AdventureWorks2016CTP3'
      WHEN db_name(database_id) LIKE '%AdventureWorksDW2016CTP3%' THEN 'AdventureWorksDW2016CTP3'
      WHEN db_name(database_id) LIKE '%AdventureWorks2014%' THEN 'AdventureWorks2014'
      WHEN db_name(database_id) LIKE '%AdventureWorksDW2014%' THEN 'AdventureWorksDW2014'
      WHEN db_name(database_id) LIKE '%AdventureWorks2012%' THEN 'AdventureWorks2012'
      WHEN db_name(database_id) LIKE '%AdventureWorksDW2012%' THEN 'AdventureWorksDW2012'
      WHEN db_name(database_id) LIKE '%AdventureWorks2008%' THEN 'AdventureWorks2008'
      WHEN db_name(database_id) LIKE '%AdventureWorksDW2008%' THEN 'AdventureWorksDW2008'
      WHEN db_name(database_id) LIKE '%AdventureWorksDW%' THEN 'AdventureWorksDW'
      WHEN db_name(database_id) LIKE '%AdventureWorks%' THEN 'AdventureWorks'
      WHEN db_name(database_id) LIKE '%ReportServerTempDB%' THEN 'ReportServerTempDB'
      WHEN db_name(database_id) LIKE '%ReportServer%' THEN 'ReportServer'
      WHEN db_name(database_id) LIKE '%WSS_Content%' THEN 'WSS_Content'
      WHEN db_name(database_id) LIKE '%MDW%' THEN 'MDW'
      WHEN db_name(database_id) LIKE '%MicrosoftDynamicsAX_baseline%' THEN 'MicrosoftDynamicsAX_baseline'
      WHEN db_name(database_id) LIKE '%MicrosoftDynamicsAX%' THEN 'MicrosoftDynamicsAX'
      WHEN db_name(database_id) = 'master' THEN 'master'
      WHEN db_name(database_id) = 'msdb' THEN 'msdb'
      WHEN db_name(database_id) = 'tempdb' THEN 'tempdb'
      WHEN db_name(database_id) = 'model' THEN 'model'
      WHEN db_name(database_id) LIKE '%SharePoint_Config%' THEN 'SharePoint_Config'
      WHEN db_name(database_id) LIKE '%SharePoint_AdminContent%' THEN 'SharePoint_AdminContent'
      WHEN db_name(database_id) LIKE '%AppManagement%' THEN 'AppManagement'
      WHEN db_name(database_id) LIKE '%Bdc_Service_DB%' THEN 'Bdc_Service_DB'
      WHEN db_name(database_id) LIKE '%Search_Service_Application_DB%' THEN 'Search_Service_Application_DB'
      WHEN db_name(database_id) LIKE '%Search_Service_Application_AnalyticsReportingStoreDB%' THEN 'Search_Service_Application_AnalyticsReportingStoreDB'
      WHEN db_name(database_id) LIKE '%Search_Service_Application_CrawlStoreDB%' THEN 'Search_Service_Application_CrawlStoreDB'
      WHEN db_name(database_id) LIKE '%Search_Service_Application_LinkStoreDB%' THEN 'Search_Service_Application_LinkStoreDB'
      WHEN db_name(database_id) LIKE '%Secure_Store_Service_DB%' THEN 'Secure_Store_Service_DB'
      WHEN db_name(database_id) LIKE '%SharePoint_Logging%' THEN 'SharePoint_Logging'
      WHEN db_name(database_id) LIKE '%SettingsServiceDB%' THEN 'SettingsServiceDB'
      WHEN db_name(database_id) LIKE '%User Profile Service Application_ProfileDB%' THEN 'User Profile Service Application_ProfileDB'
      WHEN db_name(database_id) LIKE '%User Profile Service Application_SyncDB%' THEN 'User Profile Service Application_SyncDB'
      WHEN db_name(database_id) LIKE '%User Profile Service Application_SocialDB%' THEN 'User Profile Service Application_SocialDB'
      WHEN db_name(database_id) LIKE '%WordAutomationServices%' THEN 'WordAutomationServices'
      WHEN db_name(database_id) LIKE '%Managed Metadata Service Application_Metadata%' THEN 'Managed Metadata Service Application_Metadata'
      WHEN db_name(database_id) LIKE '%SharePoint Translation Services%' THEN 'SharePoint Translation Services'
      WHEN db_name(database_id) LIKE '%ProjectWebApp%' THEN 'ProjectWebApp'
      WHEN db_name(database_id) LIKE '%DefaultPowerPivotServiceApplicationDB%' THEN 'DefaultPowerPivotServiceApplicationDB'
      WHEN db_name(database_id) LIKE '%PerformancePoint Service%' THEN 'PerformancePoint Service'
      WHEN db_name(database_id) LIKE '%SessionStateService%' THEN 'SessionStateService'
      WHEN db_name(database_id) = 'SSISDB' THEN 'SSISDB'
      WHEN db_name(database_id) = 'DQS_MAIN' THEN 'DQS_MAIN'
      ELSE 'Other'
      END AS default_database_class
      FROM sys.database_recovery_status WITH(nolock)
    ",60,5,5,0x55601a1ce084ce79,0x5fb6b59e4f7ccb63,1
