,TABLE_CATALOG_x,TABLE_SCHEMA_x,TABLE_NAME,TABLE_TYPE,TriggerName,type_desc,create_date,modify_date,TriggerDefinition,TABLE_CATALOG_y,TABLE_SCHEMA_y,COLUMN_NAME_x,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,IndexName,IndexType,IsPrimaryKey,IsUnique,IsUniqueConstraint,COLUMN_NAME_y,IsDisabled,object_type,constraint_type,constraint_name,details
364,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
365,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Primary key,PK_Employees,EmployeeID
366,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
367,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
368,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Primary key,PK_Employees,EmployeeID
369,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
370,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
371,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,HomePhone,13,,YES,nvarchar,24.0,48.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Primary key,PK_Employees,EmployeeID
372,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
373,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
374,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Primary key,PK_Employees,EmployeeID
375,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
376,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
377,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Primary key,PK_Employees,EmployeeID
378,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
379,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
380,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Primary key,PK_Employees,EmployeeID
381,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
382,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
383,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Extension,14,,YES,nvarchar,4.0,8.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Primary key,PK_Employees,EmployeeID
384,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
385,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
386,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Primary key,PK_Employees,EmployeeID
387,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
388,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
389,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Primary key,PK_Employees,EmployeeID
390,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
391,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
392,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Primary key,PK_Employees,EmployeeID
393,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
394,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
395,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Photo,15,,YES,image,2147483647.0,2147483647.0,,,,,,,,,,,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Primary key,PK_Employees,EmployeeID
396,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
397,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
398,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Primary key,PK_Employees,EmployeeID
399,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
400,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
401,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Primary key,PK_Employees,EmployeeID
402,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
403,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
404,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Primary key,PK_Employees,EmployeeID
405,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
406,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
407,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,Notes,16,,YES,ntext,1073741823.0,2147483646.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Primary key,PK_Employees,EmployeeID
408,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,ReportsTo,17,,YES,int,,,10.0,10.0,0.0,,,,,,,,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
409,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,ReportsTo,17,,YES,int,,,10.0,10.0,0.0,,,,,,,,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
410,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,ReportsTo,17,,YES,int,,,10.0,10.0,0.0,,,,,,,,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Primary key,PK_Employees,EmployeeID
411,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,ReportsTo,17,,YES,int,,,10.0,10.0,0.0,,,,,,,,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
412,Northwind,dbo,Employees,BASE TABLE,trgAfterInsert,SQL_TRIGGER,2024-02-28 11:00:56.783,2024-02-28 11:00:56.783,"
CREATE TRIGGER trgAfterInsert
ON Employees
AFTER INSERT
AS
BEGIN
    SET NOCOUNT ON;
    PRINT 'Hello';
END;",Northwind,dbo,ReportsTo,17,,YES,int,,,10.0,10.0,0.0,,,,,,,,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
